_init_proc                                   .init       0000000000402848 00000080 00000010 00000000 R . . . . . .
sqlite3BenignMallocHooks                     .text       0000000000438978 00000048 00000004 00000008 R . . . . . .
sqlite3BeginBenignMalloc                     .text       00000000004389C0 00000050 00000008 00000000 R . . . . . .
sqlite3EndBenignMalloc                       .text       0000000000438A10 00000058 00000008 00000000 R . . . . . .
sqlite3MemMalloc                             .text       0000000000438A68 000000C8 00000020 00000004 R . . . . . .
sqlite3MemFree                               .text       0000000000438B30 00000068 00000018 00000004 R . . . . . .
sqlite3MemSize                               .text       0000000000438B98 00000048 0000000C 00000004 R . . . . . .
sqlite3MemRealloc                            .text       0000000000438BE0 000000F8 00000020 00000008 R . . . . . .
sqlite3MemRoundup                            .text       0000000000438CD8 00000034 00000004 00000004 R . . . . . .
sqlite3MemInit                               .text       0000000000438D0C 00000028 00000004 00000004 R . . . . . .
sqlite3MemShutdown                           .text       0000000000438D34 00000028 00000004 00000004 R . . . . . .
sqlite3MemSetDefault                         .text       0000000000438D5C 00000040 00000008 00000000 R . . . . . .
sqlite3MutexInit                             .text       0000000000438D9C 00000138 00000014 00000000 R . . . . . .
sqlite3MutexEnd                              .text       0000000000438ED4 00000060 0000000C 00000000 R . . . . . .
sqlite3_mutex_alloc                          .text       0000000000438F34 000000A0 00000008 00000004 R . . . . . .
sqlite3MutexAlloc                            .text       0000000000438FD4 00000068 00000008 00000004 R . . . . . .
sqlite3_mutex_free                           .text       000000000043903C 00000058 00000008 00000004 R . . . . . .
sqlite3_mutex_enter                          .text       0000000000439094 00000058 00000008 00000004 R . . . . . .
sqlite3_mutex_try                            .text       00000000004390EC 00000064 0000000C 00000004 R . . . . . .
sqlite3_mutex_leave                          .text       0000000000439150 00000058 00000008 00000004 R . . . . . .
noopMutexInit                                .text       00000000004391A8 00000024 00000004 00000000 R . . . . . .
noopMutexEnd                                 .text       00000000004391CC 00000024 00000004 00000000 R . . . . . .
noopMutexAlloc                               .text       00000000004391F0 00000028 00000004 00000004 R . . . . . .
noopMutexFree                                .text       0000000000439218 00000028 00000004 00000004 R . . . . . .
noopMutexEnter                               .text       0000000000439240 00000028 00000004 00000004 R . . . . . .
noopMutexTry                                 .text       0000000000439268 00000028 00000004 00000004 R . . . . . .
noopMutexLeave                               .text       0000000000439290 00000028 00000004 00000004 R . . . . . .
sqlite3NoopMutex                             .text       00000000004392B8 00000028 00000004 00000000 R . . . . . .
sqlite3MemoryBarrier                         .text       00000000004392E0 00000028 00000004 00000000 R . . . . . .
pthreadMutexInit                             .text       0000000000439308 00000024 00000004 00000000 R . . . . . .
pthreadMutexEnd                              .text       000000000043932C 00000024 00000004 00000000 R . . . . . .
pthreadMutexAlloc                            .text       0000000000439350 000001BC 00000020 00000004 R . . . . . .
pthreadMutexFree                             .text       000000000043950C 00000068 00000010 00000004 R . . . . . .
pthreadMutexEnter                            .text       0000000000439574 00000058 00000010 00000004 R . . . . . .
pthreadMutexTry                              .text       00000000004395CC 00000074 00000018 00000004 R . . . . . .
pthreadMutexLeave                            .text       0000000000439640 00000058 00000010 00000004 R . . . . . .
sqlite3DefaultMutex                          .text       0000000000439698 00000028 00000004 00000000 R . . . . . .
sqlite3_release_memory                       .text       00000000004396C0 00000028 00000004 00000004 R . . . . . .
sqlite3MallocMutex                           .text       00000000004396E8 00000028 00000004 00000000 R . . . . . .
sqlite3_memory_alarm                         .text       0000000000439710 00000034 00000004 00000010 R . . . . . .
sqlite3_soft_heap_limit64                    .text       0000000000439744 000001E0 00000024 00000008 R . . . . . .
sqlite3_soft_heap_limit                      .text       0000000000439924 00000060 00000008 00000004 R . . . . . .
sqlite3MallocInit                            .text       0000000000439984 00000150 00000018 00000000 R . . . . . .
sqlite3HeapNearlyFull                        .text       0000000000439AD4 0000002C 00000004 00000000 R . . . . . .
sqlite3MallocEnd                             .text       0000000000439B00 0000009C 00000010 00000000 R . . . . . .
sqlite3_memory_used                          .text       0000000000439B9C 00000090 00000028 00000000 R . . . . . .
sqlite3_memory_highwater                     .text       0000000000439C2C 00000094 00000028 00000004 R . . . . . .
sqlite3MallocAlarm                           .text       0000000000439CC0 00000094 00000008 00000004 R . . . . . .
mallocWithAlarm                              .text       0000000000439D54 000001AC 00000020 00000008 R . . . . . .
sqlite3Malloc                                .text       0000000000439F00 0000014C 00000018 00000008 R . . . . . .
sqlite3_malloc                               .text       000000000043A04C 00000094 00000010 00000004 R . . . . . .
sqlite3_malloc64                             .text       000000000043A0E0 0000005C 00000008 00000008 R . . . . . .
isLookaside                                  .text       000000000043A13C 00000070 00000004 00000008 R . . . . . .
sqlite3MallocSize                            .text       000000000043A1AC 00000048 00000008 00000004 R . . . . . .
sqlite3DbMallocSize                          .text       000000000043A1F4 00000080 00000008 00000008 R . . . . . .
sqlite3_msize                                .text       000000000043A274 00000088 00000010 00000004 R . . . . . .
sqlite3_free                                 .text       000000000043A2FC 000000E8 00000008 00000004 R . . . . . .
measureAllocationSize                        .text       000000000043A3E4 00000064 00000008 00000008 R . . . . . .
